From Position,To Position,Expected (um),Actual (um),Difference (um),Feed
"(-0.007071000,0.007071000)","(0.000000000,0.014142000)",9.9999041,8.373931781,-1.625972319,0.1
"(0.000000000,0.014142000)","(0.007071000,0.007071000)",9.9999041,9.448752069,-0.551152031,0.1
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.9999041,9.296489511,-0.703414589,0.1
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10,7.453548508,-2.546451492,0.1
"(0.010000000,0.000000000)","(0.002929000,0.007071000)",9.9999041,10.20211659,0.202212495,0.1
"(0.002929000,0.007071000)","(0.010000000,0.014142000)",9.9999041,8.518392326,-1.481511774,0.1
"(0.010000000,0.014142000)","(0.017071000,0.007071000)",9.9999041,9.174060789,-0.82584331,0.1
"(0.017071000,0.007071000)","(0.010000000,0.000000000)",9.9999041,9.301421551,-0.698482548,0.1
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10,5.553027934,-4.446972066,0.1
"(0.000000000,0.000000000)","(-0.007071000,-0.007071000)",9.9999041,8.390429645,-1.609474455,0.1
"(-0.007071000,-0.007071000)","(0.002929000,-0.007071000)",10,4.180548262,-5.819451738,0.1
"(0.002929000,-0.007071000)","(0.012929000,-0.007071000)",10,7.966980373,-2.033019627,0.1
"(0.012929000,-0.007071000)","(0.005858000,0.000000000)",9.9999041,10.17265545,0.172751352,0.1
"(0.005858000,0.000000000)","(0.000000000,0.000000000)",5.858,3.009456491,-2.848543509,0.1
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50,27.23035898,-22.76964102,0.1
"(0.050000000,0.000000000)","(0.100000000,0.000000000)",50,32.19132423,-17.80867577,0.1
"(0.100000000,0.000000000)","(0.050000000,0.000000000)",50,31.15922945,-18.84077055,0.1
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50,28.28512931,-21.71487069,0.1
"(0.000000000,0.000000000)","(0.000000000,0.050000000)",50,54.59673737,4.596737367,0.1
"(0.000000000,0.050000000)","(0.000000000,0.100000000)",50,42.45723288,-7.542767116,0.1
"(0.000000000,0.100000000)","(0.000000000,0.050000000)",50,43.67346186,-6.326538142,0.1
"(0.000000000,0.050000000)","(0.000000000,0.000000000)",50,53.40791145,3.407911449,0.1
"(0.000000000,0.000000000)","(0.035355000,0.035355000)",49.9995205,41.54109197,-8.458428533,0.1
"(0.035355000,0.035355000)","(0.070711000,0.070711000)",50.00093471,37.55175801,-12.4491767,0.1
"(0.070711000,0.070711000)","(0.035355000,0.035355000)",50.00093471,38.17076791,-11.8301668,0.1
"(0.035355000,0.035355000)","(0.000000000,0.000000000)",49.9995205,41.0327495,-8.966770996,0.1
"(0.000000000,0.000000000)","(-0.035355000,0.035355000)",49.9995205,47.93168202,-2.067838481,0.1
"(-0.035355000,0.035355000)","(0.000000000,0.070711000)",50.00022761,35.97506409,-14.02516352,0.1
"(0.000000000,0.070711000)","(0.035355000,0.035355000)",50.00022761,42.61306757,-7.387160043,0.1
"(0.035355000,0.035355000)","(0.000000000,0.000000000)",49.9995205,42.146783,-7.852737499,0.1
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50,28.98047553,-21.01952447,0.1
"(0.050000000,0.000000000)","(0.014645000,0.035355000)",49.9995205,47.45353319,-2.545987303,0.1
"(0.014645000,0.035355000)","(0.050000000,0.070711000)",50.00022761,36.28631392,-13.71391369,0.1
"(0.050000000,0.070711000)","(0.085355000,0.035355000)",50.00022761,43.40032757,-6.59990004,0.1
"(0.085355000,0.035355000)","(0.050000000,0.000000000)",49.9995205,41.92892886,-8.070591643,0.1
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50,27.93635624,-22.06364376,0.1
"(0.000000000,0.000000000)","(-0.035355000,-0.035355000)",49.9995205,42.92926277,-7.070257731,0.1
"(-0.035355000,-0.035355000)","(0.014645000,-0.035355000)",50,29.85279754,-20.14720246,0.1
"(0.014645000,-0.035355000)","(0.064645000,-0.035355000)",50,28.9328636,-21.0671364,0.1
"(0.064645000,-0.035355000)","(0.029289000,0.000000000)",50.00022761,45.66205926,-4.338168348,0.1
"(0.029289000,0.000000000)","(0.000000000,0.000000000)",29.289,15.61142562,-13.67757438,0.1
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50,27.92085292,-22.07914708,0.1
"(0.050000000,0.000000000)","(0.100000000,0.000000000)",50,29.90822244,-20.09177756,0.1
"(0.100000000,0.000000000)","(0.050000000,0.000000000)",50,27.92933221,-22.07066779,0.1
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50,30.00752813,-19.99247187,0.1
"(0.000000000,0.000000000)","(0.000000000,0.050000000)",50,54.43464718,4.434647183,0.1
"(0.000000000,0.050000000)","(0.000000000,0.100000000)",50,42.5529847,-7.447015301,0.1
"(0.000000000,0.100000000)","(0.000000000,0.050000000)",50,43.10586095,-6.894139046,0.1
"(0.000000000,0.050000000)","(0.000000000,0.000000000)",50,54.47707725,4.477077249,0.1
"(0.000000000,0.000000000)","(0.035355000,0.035355000)",49.9995205,40.78961307,-9.209907428,0.1
"(0.035355000,0.035355000)","(0.070711000,0.070711000)",50.00093471,38.02329519,-11.97763952,0.1
"(0.070711000,0.070711000)","(0.035355000,0.035355000)",50.00093471,37.67378917,-12.32714554,0.1
"(0.035355000,0.035355000)","(0.000000000,0.000000000)",49.9995205,41.57800737,-8.421513124,0.1
"(0.000000000,0.000000000)","(-0.035355000,0.035355000)",49.9995205,47.6851568,-2.314363697,0.1
"(-0.035355000,0.035355000)","(0.000000000,0.070711000)",50.00022761,37.13879041,-12.8614372,0.1
"(0.000000000,0.070711000)","(0.035355000,0.035355000)",50.00022761,41.82803389,-8.172193715,0.1
"(0.035355000,0.035355000)","(0.000000000,0.000000000)",49.9995205,41.73690759,-8.26261291,0.1
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50,28.71035919,-21.28964081,0.1
"(0.050000000,0.000000000)","(0.014645000,0.035355000)",49.9995205,46.51904539,-3.480475107,0.1
"(0.014645000,0.035355000)","(0.050000000,0.070711000)",50.00022761,37.35594607,-12.64428154,0.1
"(0.050000000,0.070711000)","(0.085355000,0.035355000)",50.00022761,42.04387318,-7.95635443,0.1
"(0.085355000,0.035355000)","(0.050000000,0.000000000)",49.9995205,41.75766948,-8.24185102,0.1
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50,27.51179448,-22.48820552,0.1
"(0.000000000,0.000000000)","(-0.035355000,-0.035355000)",49.9995205,42.19697087,-7.802549624,0.1
"(-0.035355000,-0.035355000)","(0.014645000,-0.035355000)",50,30.08303186,-19.91696814,0.1
"(0.014645000,-0.035355000)","(0.064645000,-0.035355000)",50,28.66650653,-21.33349347,0.1
"(0.064645000,-0.035355000)","(0.029289000,0.000000000)",50.00022761,46.06650655,-3.933721061,0.1
"(0.029289000,0.000000000)","(0.000000000,0.000000000)",29.289,15.29663317,-13.99236683,0.1
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100,59.01368199,-40.98631801,0.1
"(0.100000000,0.000000000)","(0.200000000,0.000000000)",100,80.76441711,-19.23558289,0.1
"(0.200000000,0.000000000)","(0.100000000,0.000000000)",100,80.1275946,-19.8724054,0.1
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100,60.42213688,-39.57786312,0.1
"(0.000000000,0.000000000)","(0.000000000,0.100000000)",100,96.2078198,-3.7921802,0.1
"(0.000000000,0.100000000)","(0.000000000,0.200000000)",100,118.7773335,18.77733346,0.1
"(0.000000000,0.200000000)","(0.000000000,0.100000000)",100,120.6468721,20.64687207,0.1
"(0.000000000,0.100000000)","(0.000000000,0.000000000)",100,95.8408845,-4.159115499,0.1
"(0.000000000,0.000000000)","(0.070711000,0.070711000)",100.0004552,78.71252356,-21.28793165,0.1
"(0.070711000,0.070711000)","(0.141421000,0.141421000)",99.999041,74.1023317,-25.89670929,0.1
"(0.141421000,0.141421000)","(0.070711000,0.070711000)",99.999041,73.86898897,-26.13005202,0.1
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.0004552,79.02942982,-20.97102539,0.1
"(0.000000000,0.000000000)","(-0.070711000,0.070711000)",100.0004552,89.12060632,-10.87984889,0.1
"(-0.070711000,0.070711000)","(0.000000000,0.141421000)",99.9997481,73.76938266,-26.23036544,0.1
"(0.000000000,0.141421000)","(0.070711000,0.070711000)",99.9997481,80.62192107,-19.37782703,0.1
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.0004552,78.26719449,-21.73326072,0.1
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100,58.45136435,-41.54863565,0.1
"(0.100000000,0.000000000)","(0.029289000,0.070711000)",100.0004552,88.41655426,-11.58390095,0.1
"(0.029289000,0.070711000)","(0.100000000,0.141421000)",99.9997481,69.71207716,-30.28767095,0.1
"(0.100000000,0.141421000)","(0.170711000,0.070711000)",99.9997481,85.82369182,-14.17605628,0.1
"(0.170711000,0.070711000)","(0.100000000,0.000000000)",100.0004552,86.43286372,-13.56759149,0.1
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100,61.41216837,-38.58783163,0.1
"(0.000000000,0.000000000)","(-0.070711000,-0.070711000)",100.0004552,77.60303286,-22.39742235,0.1
"(-0.070711000,-0.070711000)","(0.029289000,-0.070711000)",100,58.44157271,-41.55842729,0.1
"(0.029289000,-0.070711000)","(0.129289000,-0.070711000)",100,61.75339515,-38.24660485,0.1
"(0.129289000,-0.070711000)","(0.058579000,0.000000000)",99.9997481,87.19384795,-12.80590015,0.1
"(0.058579000,0.000000000)","(0.000000000,0.000000000)",58.579,34.04538651,-24.53361349,0.1
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100,58.94720984,-41.05279016,0.1
"(0.100000000,0.000000000)","(0.200000000,0.000000000)",100,78.18373788,-21.81626212,0.1
"(0.200000000,0.000000000)","(0.100000000,0.000000000)",100,77.66798049,-22.33201951,0.1
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100,59.48775877,-40.51224123,0.1
"(0.000000000,0.000000000)","(0.000000000,0.100000000)",100,96.26320694,-3.736793062,0.1
"(0.000000000,0.100000000)","(0.000000000,0.200000000)",100,118.4835811,18.48358112,0.1
"(0.000000000,0.200000000)","(0.000000000,0.100000000)",100,120.3458938,20.34589377,0.1
"(0.000000000,0.100000000)","(0.000000000,0.000000000)",100,96.34834413,-3.651655873,0.1
"(0.000000000,0.000000000)","(0.070711000,0.070711000)",100.0004552,79.06962191,-20.93083329,0.1
"(0.070711000,0.070711000)","(0.141421000,0.141421000)",99.999041,74.52158171,-25.47745928,0.1
"(0.141421000,0.141421000)","(0.070711000,0.070711000)",99.999041,73.81739356,-26.18164744,0.1
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.0004552,79.16840685,-20.83204836,0.1
"(0.000000000,0.000000000)","(-0.070711000,0.070711000)",100.0004552,89.48129486,-10.51916035,0.1
"(-0.070711000,0.070711000)","(0.000000000,0.141421000)",99.9997481,73.06115797,-26.93859014,0.1
"(0.000000000,0.141421000)","(0.070711000,0.070711000)",99.9997481,81.988876,-18.01087211,0.1
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.0004552,78.1339084,-21.86654681,0.1
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100,58.05607337,-41.94392663,0.1
"(0.100000000,0.000000000)","(0.029289000,0.070711000)",100.0004552,89.65209925,-10.34835596,0.1
"(0.029289000,0.070711000)","(0.100000000,0.141421000)",99.9997481,70.30379346,-29.69595464,0.1
"(0.100000000,0.141421000)","(0.170711000,0.070711000)",99.9997481,86.51761421,-13.48213389,0.1
"(0.170711000,0.070711000)","(0.100000000,0.000000000)",100.0004552,86.16111684,-13.83933837,0.1
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100,60.79934409,-39.20065591,0.1
"(0.000000000,0.000000000)","(-0.070711000,-0.070711000)",100.0004552,78.78406283,-21.21639238,0.1
"(-0.070711000,-0.070711000)","(0.029289000,-0.070711000)",100,59.96270458,-40.03729542,0.1
"(0.029289000,-0.070711000)","(0.129289000,-0.070711000)",100,61.45073193,-38.54926807,0.1
"(0.129289000,-0.070711000)","(0.058579000,0.000000000)",99.9997481,86.47584156,-13.52390654,0.1
"(0.058579000,0.000000000)","(0.000000000,0.000000000)",58.579,34.31153097,-24.26746903,0.1
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250,188.3218779,-61.67812212,0.1
"(0.250000000,0.000000000)","(0.500000000,0.000000000)",250,189.9909707,-60.00902931,0.1
"(0.500000000,0.000000000)","(0.250000000,0.000000000)",250,190.0066242,-59.99337582,0.1
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250,190.6950287,-59.30497127,0.1
"(0.000000000,0.000000000)","(0.000000000,0.250000000)",250,274.7659388,24.76593876,0.1
"(0.000000000,0.250000000)","(0.000000000,0.500000000)",250,235.8525477,-14.14745226,0.1
"(0.000000000,0.500000000)","(0.000000000,0.250000000)",250,236.4005123,-13.59948774,0.1
"(0.000000000,0.250000000)","(0.000000000,0.000000000)",250,275.4724251,25.47242512,0.1
"(0.000000000,0.000000000)","(0.176777000,0.176777000)",250.0004309,207.1255892,-42.87484175,0.1
"(0.176777000,0.176777000)","(0.353553000,0.353553000)",249.9990167,397.669009,147.6699923,0.1
"(0.353553000,0.353553000)","(0.176777000,0.176777000)",249.9990167,243.6136428,-6.385373881,0.1
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309,206.3089586,-43.69147236,0.1
"(0.000000000,0.000000000)","(-0.176777000,0.176777000)",250.0004309,236.2601943,-13.74023666,0.1
"(-0.176777000,0.176777000)","(0.000000000,0.353553000)",249.9997238,218.9692909,-31.03043295,0.1
"(0.000000000,0.353553000)","(0.176777000,0.176777000)",249.9997238,255.8054021,5.805678244,0.1
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309,205.1849253,-44.81550564,0.1
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250,187.6097669,-62.39023306,0.1
"(0.250000000,0.000000000)","(0.073223000,0.176777000)",250.0004309,247.2849186,-2.715512318,0.1
"(0.073223000,0.176777000)","(0.250000000,0.353553000)",249.9997238,237.2135597,-12.78616409,0.1
"(0.250000000,0.353553000)","(0.426777000,0.176777000)",249.9997238,267.9282997,17.92857585,0.1
"(0.426777000,0.176777000)","(0.250000000,0.000000000)",250.0004309,207.7224016,-42.27802929,0.1
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250,186.6837836,-63.31621643,0.1
"(0.000000000,0.000000000)","(-0.176777000,-0.176777000)",250.0004309,210.5940324,-39.40639854,0.1
"(-0.176777000,-0.176777000)","(0.073223000,-0.176777000)",250,172.1964655,-77.80353448,0.1
"(0.073223000,-0.176777000)","(0.323223000,-0.176777000)",250,210.2516861,-39.74831391,0.1
"(0.323223000,-0.176777000)","(0.146447000,0.000000000)",249.9997238,253.0578983,3.058174452,0.1
"(0.146447000,0.000000000)","(0.000000000,0.000000000)",146.447,93.25147736,-53.19552264,0.1
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250,185.2610877,-64.73891228,0.1
"(0.250000000,0.000000000)","(0.500000000,0.000000000)",250,192.2767573,-57.72324272,0.1
"(0.500000000,0.000000000)","(0.250000000,0.000000000)",250,189.0309894,-60.96901058,0.1
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250,190.4436531,-59.55634689,0.1
"(0.000000000,0.000000000)","(0.000000000,0.250000000)",250,275.3985693,25.39856931,0.1
"(0.000000000,0.250000000)","(0.000000000,0.500000000)",250,236.3437152,-13.6562848,0.1
"(0.000000000,0.500000000)","(0.000000000,0.250000000)",250,237.5372528,-12.46274719,0.1
"(0.000000000,0.250000000)","(0.000000000,0.000000000)",250,275.7353999,25.73539991,0.1
"(0.000000000,0.000000000)","(0.176777000,0.176777000)",250.0004309,205.7563023,-44.24412862,0.1
"(0.176777000,0.176777000)","(0.353553000,0.353553000)",249.9990167,270.0289826,20.02996586,0.1
"(0.353553000,0.353553000)","(0.176777000,0.176777000)",249.9990167,243.4036771,-6.595339587,0.1
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309,206.0201202,-43.98031073,0.1
"(0.000000000,0.000000000)","(-0.176777000,0.176777000)",250.0004309,237.0321192,-12.96831168,0.1
"(-0.176777000,0.176777000)","(0.000000000,0.353553000)",249.9997238,219.5366029,-30.46312094,0.1
"(0.000000000,0.353553000)","(0.176777000,0.176777000)",249.9997238,254.9763508,4.976627033,0.1
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309,206.4929571,-43.50747377,0.1
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250,186.2997125,-63.7002875,0.1
"(0.250000000,0.000000000)","(0.073223000,0.176777000)",250.0004309,245.5070716,-4.493359292,0.1
"(0.073223000,0.176777000)","(0.250000000,0.353553000)",249.9997238,238.1977691,-11.80195475,0.1
"(0.250000000,0.353553000)","(0.426777000,0.176777000)",249.9997238,268.6053195,18.6055957,0.1
"(0.426777000,0.176777000)","(0.250000000,0.000000000)",250.0004309,207.8651626,-42.13526833,0.1
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250,190.1392434,-59.86075658,0.1
"(0.000000000,0.000000000)","(-0.176777000,-0.176777000)",250.0004309,209.1433348,-40.85709613,0.1
"(-0.176777000,-0.176777000)","(0.073223000,-0.176777000)",250,173.8947923,-76.10520774,0.1
"(0.073223000,-0.176777000)","(0.323223000,-0.176777000)",250,209.7350118,-40.2649882,0.1
"(0.323223000,-0.176777000)","(0.146447000,0.000000000)",249.9997238,252.6077092,2.607985411,0.1
"(0.146447000,0.000000000)","(0.000000000,0.000000000)",146.447,96.75427658,-49.69272342,0.1
"(0.000000000,0.000000000)","(0.000000000,0.000000000)",0,1.438447234,1.438447234,10
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100,59.66581297,-40.33418703,10
"(0.100000000,0.000000000)","(0.200000000,0.000000000)",100,81.639433,-18.360567,10
"(0.200000000,0.000000000)","(0.300000000,0.000000000)",100,95.17307759,-4.826922409,10
"(0.300000000,0.000000000)","(0.400000000,0.000000000)",100,74.79926936,-25.20073064,10
"(0.400000000,0.000000000)","(0.500000000,0.000000000)",100,69.60362583,-30.39637417,10
"(0.500000000,0.000000000)","(0.600000000,0.000000000)",100,73.01235962,-26.98764038,10
"(0.600000000,0.000000000)","(0.700000000,0.000000000)",100,102.9600119,2.960011893,10
"(0.700000000,0.000000000)","(0.800000000,0.000000000)",100,90.28246097,-9.717539032,10
"(0.800000000,0.000000000)","(0.900000000,0.000000000)",100,61.11181656,-38.88818344,10
"(0.900000000,0.000000000)","(0.000000000,0.100000000)",905.5385138,1529.779251,624.240737,10
"(0.000000000,0.100000000)","(0.100000000,0.100000000)",100,57.98022167,-42.01977833,10
"(0.100000000,0.100000000)","(0.200000000,0.100000000)",100,81.06155551,-18.93844449,10
"(0.200000000,0.100000000)","(0.300000000,0.100000000)",100,95.85473488,-4.145265125,10
"(0.300000000,0.100000000)","(0.400000000,0.100000000)",100,75.88639875,-24.11360125,10
"(0.400000000,0.100000000)","(0.500000000,0.100000000)",100,69.36970375,-30.63029625,10
"(0.500000000,0.100000000)","(0.600000000,0.100000000)",100,75.68887114,-24.31112886,10
"(0.600000000,0.100000000)","(0.700000000,0.100000000)",100,104.30108,4.301080045,10
"(0.700000000,0.100000000)","(0.800000000,0.100000000)",100,88.72438026,-11.27561974,10
"(0.800000000,0.100000000)","(0.900000000,0.100000000)",100,60.4349754,-39.5650246,10
"(0.900000000,0.100000000)","(0.000000000,0.200000000)",905.5385138,918.7563347,13.21782094,10
"(0.000000000,0.200000000)","(0.100000000,0.200000000)",100,59.95269643,-40.04730357,10
"(0.100000000,0.200000000)","(0.200000000,0.200000000)",100,82.90686373,-17.09313627,10
"(0.200000000,0.200000000)","(0.300000000,0.200000000)",100,96.28598333,-3.714016666,10
"(0.300000000,0.200000000)","(0.400000000,0.200000000)",100,74.2596341,-25.7403659,10
"(0.400000000,0.200000000)","(0.500000000,0.200000000)",100,70.71907081,-29.28092919,10
"(0.500000000,0.200000000)","(0.600000000,0.200000000)",100,77.37300189,-22.62699811,10
"(0.600000000,0.200000000)","(0.700000000,0.200000000)",100,105.064075,5.064074975,10
"(0.700000000,0.200000000)","(0.800000000,0.200000000)",100,87.32780013,-12.67219987,10
"(0.800000000,0.200000000)","(0.900000000,0.200000000)",100,59.75639704,-40.24360296,10
"(0.900000000,0.200000000)","(0.000000000,0.300000000)",905.5385138,1396.98468,491.4461663,10
"(0.000000000,0.300000000)","(0.100000000,0.300000000)",100,60.81976037,-39.18023963,10
"(0.100000000,0.300000000)","(0.200000000,0.300000000)",100,83.97442724,-16.02557276,10
"(0.200000000,0.300000000)","(0.300000000,0.300000000)",100,95.8661107,-4.133889295,10
"(0.300000000,0.300000000)","(0.400000000,0.300000000)",100,73.49834204,-26.50165796,10
"(0.400000000,0.300000000)","(0.500000000,0.300000000)",100,70.22237931,-29.77762069,10
"(0.500000000,0.300000000)","(0.600000000,0.300000000)",100,80.02781372,-19.97218628,10
"(0.600000000,0.300000000)","(0.700000000,0.300000000)",100,104.3434954,4.343495441,10
"(0.700000000,0.300000000)","(0.800000000,0.300000000)",100,85.92100175,-14.07899825,10
"(0.800000000,0.300000000)","(0.900000000,0.300000000)",100,58.60502136,-41.39497864,10
"(0.900000000,0.300000000)","(0.000000000,0.400000000)",905.5385138,2416.295995,1510.757482,10
"(0.000000000,0.400000000)","(0.100000000,0.400000000)",100,59.54221522,-40.45778478,10
"(0.100000000,0.400000000)","(0.200000000,0.400000000)",100,82.86473549,-17.13526451,10
"(0.200000000,0.400000000)","(0.300000000,0.400000000)",100,95.47308577,-4.526914227,10
"(0.300000000,0.400000000)","(0.400000000,0.400000000)",100,72.33619661,-27.66380339,10
"(0.400000000,0.400000000)","(0.500000000,0.400000000)",100,71.13787146,-28.86212854,10
"(0.500000000,0.400000000)","(0.600000000,0.400000000)",100,82.30325002,-17.69674998,10
"(0.600000000,0.400000000)","(0.700000000,0.400000000)",100,106.6782289,6.678228884,10
"(0.700000000,0.400000000)","(0.800000000,0.400000000)",100,80.25397112,-19.74602888,10
"(0.800000000,0.400000000)","(0.900000000,0.400000000)",100,58.58565662,-41.41434338,10
"(0.900000000,0.400000000)","(0.000000000,0.500000000)",905.5385138,734.169415,-171.3690988,10
"(0.000000000,0.500000000)","(0.100000000,0.500000000)",100,59.83653748,-40.16346252,10
"(0.100000000,0.500000000)","(0.200000000,0.500000000)",100,85.71013156,-14.28986844,10
"(0.200000000,0.500000000)","(0.300000000,0.500000000)",100,93.51084872,-6.489151283,10
"(0.300000000,0.500000000)","(0.400000000,0.500000000)",100,73.06285572,-26.93714428,10
"(0.400000000,0.500000000)","(0.500000000,0.500000000)",100,68.69384422,-31.30615578,10
"(0.500000000,0.500000000)","(0.600000000,0.500000000)",100,84.0520142,-15.9479858,10
"(0.600000000,0.500000000)","(0.700000000,0.500000000)",100,107.7403532,7.740353236,10
"(0.700000000,0.500000000)","(0.800000000,0.500000000)",100,79.96241095,-20.03758905,10
"(0.800000000,0.500000000)","(0.900000000,0.500000000)",100,56.83419265,-43.16580735,10
"(0.900000000,0.500000000)","(0.000000000,0.600000000)",905.5385138,1139.414456,233.8759424,10
"(0.000000000,0.600000000)","(0.100000000,0.600000000)",100,60.93983359,-39.06016641,10
"(0.100000000,0.600000000)","(0.200000000,0.600000000)",100,87.21943671,-12.78056329,10
"(0.200000000,0.600000000)","(0.300000000,0.600000000)",100,90.8151511,-9.184848904,10
"(0.300000000,0.600000000)","(0.400000000,0.600000000)",100,70.67570362,-29.32429638,10
"(0.400000000,0.600000000)","(0.500000000,0.600000000)",100,70.60947164,-29.39052836,10
"(0.500000000,0.600000000)","(0.600000000,0.600000000)",100,85.71414565,-14.28585435,10
"(0.600000000,0.600000000)","(0.700000000,0.600000000)",100,106.9641045,6.964104542,10
"(0.700000000,0.600000000)","(0.800000000,0.600000000)",100,77.18351455,-22.81648545,10
"(0.800000000,0.600000000)","(0.900000000,0.600000000)",100,56.24986888,-43.75013112,10
"(0.900000000,0.600000000)","(0.000000000,0.700000000)",905.5385138,1115.359101,209.8205869,10
"(0.000000000,0.700000000)","(0.100000000,0.700000000)",100,65.63456233,-34.36543767,10
"(0.100000000,0.700000000)","(0.200000000,0.700000000)",100,87.67430108,-12.32569892,10
"(0.200000000,0.700000000)","(0.300000000,0.700000000)",100,92.9473532,-7.0526468,10
"(0.300000000,0.700000000)","(0.400000000,0.700000000)",100,69.3132344,-30.6867656,10
"(0.400000000,0.700000000)","(0.500000000,0.700000000)",100,73.41945243,-26.58054757,10
"(0.500000000,0.700000000)","(0.600000000,0.700000000)",100,86.12683589,-13.87316411,10
"(0.600000000,0.700000000)","(0.700000000,0.700000000)",100,107.0457826,7.0457826,10
"(0.700000000,0.700000000)","(0.800000000,0.700000000)",100,74.61020208,-25.38979792,10
"(0.800000000,0.700000000)","(0.900000000,0.700000000)",100,60.45901696,-39.54098304,10
"(0.900000000,0.700000000)","(0.000000000,0.800000000)",905.5385138,1259.623869,354.0853552,10
"(0.000000000,0.800000000)","(0.100000000,0.800000000)",100,67.10601578,-32.89398422,10
"(0.100000000,0.800000000)","(0.200000000,0.800000000)",100,87.93362354,-12.06637646,10
"(0.200000000,0.800000000)","(0.300000000,0.800000000)",100,89.7880371,-10.2119629,10
"(0.300000000,0.800000000)","(0.400000000,0.800000000)",100,68.64761336,-31.35238664,10
"(0.400000000,0.800000000)","(0.500000000,0.800000000)",100,74.29220783,-25.70779217,10
"(0.500000000,0.800000000)","(0.600000000,0.800000000)",100,87.69595097,-12.30404903,10
"(0.600000000,0.800000000)","(0.700000000,0.800000000)",100,106.7573066,6.757306625,10
"(0.700000000,0.800000000)","(0.800000000,0.800000000)",100,72.31900391,-27.68099609,10
"(0.800000000,0.800000000)","(0.900000000,0.800000000)",100,58.25075015,-41.74924985,10
"(0.900000000,0.800000000)","(0.000000000,0.900000000)",905.5385138,735.1467136,-170.3918002,10
"(0.000000000,0.900000000)","(0.100000000,0.900000000)",100,68.30852207,-31.69147793,10
"(0.100000000,0.900000000)","(0.200000000,0.900000000)",100,88.08924172,-11.91075828,10
"(0.200000000,0.900000000)","(0.300000000,0.900000000)",100,88.04391494,-11.95608506,10
"(0.300000000,0.900000000)","(0.400000000,0.900000000)",100,68.31106067,-31.68893933,10
"(0.400000000,0.900000000)","(0.500000000,0.900000000)",100,72.98341414,-27.01658586,10
"(0.500000000,0.900000000)","(0.600000000,0.900000000)",100,89.97551208,-10.02448792,10
"(0.600000000,0.900000000)","(0.700000000,0.900000000)",100,106.6029747,6.602974718,10
"(0.700000000,0.900000000)","(0.800000000,0.900000000)",100,71.15618416,-28.84381584,10
"(0.800000000,0.900000000)","(0.900000000,0.900000000)",100,59.9204623,-40.0795377,10
"(0.900000000,0.900000000)","(0.000000000,0.000000000)",1272.792206,764.3615574,-508.4306487,10
